,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.1903366678186514,0.03459503913194499,0.1728646458753691,5.76790862083435,1.4964960098266602
IN_STD,0.0015570116587159996,0.0023315876397853297,0.0009222232720940666,0.026626107255389195,0.0044648008100851705
OUT_MEAN,0.1885043557351534,0.03464353086180134,0.1744621143684745,5.76790862083435,0.4989922046661377
OUT_STD,0.0014910812838031563,0.0023242167090378823,0.0015917795776503511,0.026626107255389195,0.002998682105658521
