,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.1822900620517862,0.03379564557203356,0.0715681377484647,16.28324270248413,0.9550628423690796
IN_STD,0.0004836681560099049,0.0008480760888724763,0.0015946426335906431,0.481267522082991,0.017053520572245632
OUT_MEAN,0.18304299614496855,0.033924597025568416,0.07177745383387352,16.28324270248413,0.35654932260513306
OUT_STD,0.0005809082686013309,0.0008486946486422531,0.0015936310285879943,0.481267522082991,0.008058703881537932
