,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.437979819429152,0.012992882084129066,0.04728722731814794,2.7920709252357483,0.9057085812091827
IN_STD,0.00018441346334829007,0.001009872504942029,0.0008378951895266502,0.01311542043289838,0.009911167275832687
OUT_MEAN,0.43772961536398936,0.013107179985374567,0.04719215716468287,2.7920709252357483,0.23531749844551086
OUT_STD,0.00040643020152201066,0.0010609156201584074,0.0009051777717202232,0.01311542043289838,0.0018108912777430055
