,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.1968248914163268,0.035353060698637674,0.18427147502612518,1.199627161026001,0.5464161396026611
IN_STD,0.0031336133948023865,0.0024795336100409387,0.002475672017574966,0.06869842953008216,0.01123094201831909
OUT_MEAN,0.19552544799729493,0.03580901392938442,0.18342123143183486,1.199627161026001,0.19188280105590821
OUT_STD,0.002991697519544993,0.0022214431561625144,0.002008377488403799,0.06869842953008216,0.006144811496710237
