,ABS_ATE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.019491507282941772,7.096971035003662,618.4398522377014
IN_STD,,,
OUT_MEAN,0.05428015073790981,7.096971035003662,64.67325282096863
OUT_STD,,,
