,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.162569646121568,0.02394979173207363,0.02394979534482216,1.1849357604980468,0.10507960319519043
IN_STD,0.0006713585316105648,0.001709450780979983,0.0017094504466076343,0.0181169311437723,0.0008950302825419119
OUT_MEAN,0.1651737729426574,0.02394978456013433,0.023949788172156886,1.1849357604980468,0.05545120239257813
OUT_STD,0.0007230458364068582,0.0017094544755187112,0.0017094541419385861,0.0181169311437723,0.0035339101306849263
