,ABS_ATE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.037658667155937665,0.04249095916748047,0.0022399425506591797
IN_STD,,,
OUT_MEAN,0.04135482803412272,0.04249095916748047,0.00024819374084472656
OUT_STD,,,
