,ABS_ATE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.05989493903880806,0.04650402069091797,0.029298067092895508
IN_STD,,,
OUT_MEAN,0.08185115380231744,0.04650402069091797,0.0034220218658447266
OUT_STD,,,
