,ABS_ATE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.15338354254214848,0.00021576881408691406,0.024402856826782227
IN_STD,,,
OUT_MEAN,0.15338354254214848,0.00021576881408691406,0.0027980804443359375
OUT_STD,,,
