,RMSE_ITE,ABS_ATE,PEHE,TRAIN_TIME,PREDICT_TIME
IN_MEAN,0.5422126993845603,0.4040981600691822,0.427556298396067,6.026487207412719,0.059300017356872556
IN_STD,0.00043897471796611035,0.0006542405801118943,0.0006730273172674976,0.16802852572668198,0.0013117924915358908
OUT_MEAN,0.5419970673986707,0.40359839508939094,0.4270522595328775,6.026487207412719,0.012169480323791504
OUT_STD,0.0002371733136491916,0.0005975824423223713,0.0006081273579197071,0.16802852572668198,0.0001261704285100059
